reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Mantikulore,,-0.8550597,119.954646
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Apr/19,STC,Health and Nutrition,Thank you note,Suggestion Box,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Cash Assistance ,Question,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Request for Assistances,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Information/Report,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Helpdesk,Closed,Palu,Palu Barat,,-0.8962304,119.852375
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Tatanga,,-0.9208957,119.849234
Jan/19,STC,Cash Assistance ,Request for Assistances,Helpdesk,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Phone Call/Hotline,Closed,Palu,Palu Barat,,-0.8962304,119.852375
Jan/19,STC,Cash Assistance ,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Helpdesk,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Palu Barat,,-0.8962304,119.852375
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Phone Call/Hotline,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Information/Report,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Shelter and NFI,Thank you note,Suggestion Box,Closed,Sigi,Lindu,,-1.3587224,120.138132
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Palu Barat,,-0.8962304,119.852375
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Cash Assistance ,Request for Assistances,Helpdesk,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Shelter and NFI,Information/Report,Suggestion Box,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Shelter and NFI,Request for Assistances,Suggestion Box,On process,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Health and Nutrition,Request for Assistances,Phone Call/Hotline,Closed,Sigi,Marawola,,-0.9733335,119.855431
Jan/19,STC,Cash Assistance ,Question,Face to face,Closed,Palu,Ulujadi,,-0.855593,119.799572
Jan/19,STC,Health and Nutrition,Request for Assistances,Phone Call/Hotline,On process,Sigi,Dolo Selatan,,-1.265581,119.840955
Feb/19,STC,Water and Sanitation,Thank you note,Phone Call/Hotline,Closed,Palu,Palu Selatan,,-0.9259374,119.903584
Feb/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Feb/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Labuan,,-0.6088944,119.907215
Feb/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Labuan,,-0.6088944,119.907215
Feb/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,Closed,Sigi,Kulawi,,-1.511248,119.882325
Jan/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Cash Assistance ,Information/Report,Face to face,Closed,Palu,Ulujadi,,-0.855593,119.799572
Feb/19,STC,Cash Assistance ,Request for Assistances,Face to face,On process,Palu,Palu Utara,,-0.779454,119.88413
Feb/19,STC,Cash Assistance ,Request for Assistances,Face to face,On process,Palu,Palu Utara,,-0.779454,119.88413
Feb/19,STC,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Water and Sanitation,Request for Assistances,Face to face,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Shelter and NFI,Request for Assistances,Face to face,Closed,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Health and Nutrition,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,On process,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,On process,Palu,Palu Utara,,-0.779454,119.88413
Feb/19,STC,Health and Nutrition,Request for Assistances,Face to face,On process,Sigi,Dolo Selatan,,-1.265581,119.840955
Feb/19,STC,Health and Nutrition,Request for Assistances,Face to face,On process,Sigi,Dolo Selatan,,-1.265581,119.840955
Feb/19,STC,Shelter and NFI,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Sindue,,-0.5653651,119.851289
Feb/19,STC,Water and Sanitation,Request for Assistances,Phone Call/Hotline,On process,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Shelter and NFI,Request for Assistances,Face to face,On process,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,STC,Water and Sanitation,Request for Assistances,Face to face,On process,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,STC,Water and Sanitation,Request for Assistances,Face to face,On process,Palu,Ulujadi,,-0.855593,119.799572
Feb/19,STC,Food Security and Livelihoods,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Sindue Tombusabora,,-0.4690712,119.838274
Feb/19,STC,Food Security and Livelihoods,Request for Assistances,Phone Call/Hotline,On process,Sigi,Lindu,,-1.3587224,120.138132
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
Feb/19,STC,Food Security and Livelihoods,Thank you note,Suggestion Box,Closed,Sigi,Kulawi,,-1.511248,119.882325
